2024-03-06 18:37:32,lab/mdef/anna,10
2024-03-06 18:37:38,lab/mdef/anna,10
2024-03-06 18:37:42,lab/mdef/anna,12
2024-03-06 18:37:47,lab/mdef/anna,1009
2024-03-06 18:37:53,lab/mdef/anna,1009
2024-03-06 18:37:58,lab/mdef/anna,94
2024-03-06 18:38:03,lab/mdef/anna,1009
2024-03-06 18:38:08,lab/mdef/anna,7
2024-03-06 18:38:13,lab/mdef/anna,1009
2024-03-06 18:38:18,lab/mdef/anna,108
2024-03-06 18:38:23,lab/mdef/anna,1009
2024-03-06 18:38:28,lab/mdef/anna,322
2024-03-06 18:38:33,lab/mdef/anna,1009
2024-03-06 18:38:38,lab/mdef/anna,270
2024-03-06 18:38:43,lab/mdef/anna,1009
2024-03-06 18:38:48,lab/mdef/anna,326
2024-03-06 18:38:53,lab/mdef/anna,1009
2024-03-06 18:38:58,lab/mdef/anna,253
2024-03-06 18:39:03,lab/mdef/anna,1009
2024-03-06 18:39:08,lab/mdef/anna,1009
2024-03-06 18:39:13,lab/mdef/anna,1009
2024-03-06 18:39:18,lab/mdef/anna,7
2024-03-06 18:39:23,lab/mdef/anna,7
2024-03-06 18:39:28,lab/mdef/anna,11
2024-03-06 18:39:33,lab/mdef/anna,1008
2024-03-06 18:39:38,lab/mdef/anna,0
2024-03-06 18:39:43,lab/mdef/anna,0
2024-03-06 18:39:48,lab/mdef/anna,0
2024-03-06 18:39:53,lab/mdef/anna,0
2024-03-06 18:39:58,lab/mdef/anna,0
2024-03-06 18:40:03,lab/mdef/anna,0
2024-03-06 18:40:08,lab/mdef/anna,0
2024-03-06 18:40:13,lab/mdef/anna,0
2024-03-06 18:40:18,lab/mdef/anna,0
2024-03-06 18:40:23,lab/mdef/anna,0
2024-03-06 18:40:24,lab/mdef/carmen,on
2024-03-06 18:40:28,lab/mdef/anna,0
2024-03-06 18:40:33,lab/mdef/anna,0
2024-03-06 18:40:38,lab/mdef/anna,0
2024-03-06 18:40:43,lab/mdef/anna,0
2024-03-06 18:40:48,lab/mdef/anna,0
2024-03-06 18:40:53,lab/mdef/anna,0
2024-03-06 18:40:59,lab/mdef/anna,0
2024-03-06 18:41:00,lab/mdef/carmen,off
2024-03-06 18:41:00,lab/mdef/carmen,on
2024-03-06 18:41:03,lab/mdef/anna,0
2024-03-06 18:41:08,lab/mdef/anna,0
2024-03-06 18:41:13,lab/mdef/anna,0
2024-03-06 18:41:18,lab/mdef/anna,0
2024-03-06 18:41:23,lab/mdef/anna,0
2024-03-06 18:41:28,lab/mdef/anna,0
2024-03-06 18:41:33,lab/mdef/anna,0
2024-03-06 18:41:38,lab/mdef/anna,0
2024-03-06 18:41:43,lab/mdef/anna,0
2024-03-06 18:41:48,lab/mdef/carmen,off
2024-03-06 18:41:48,lab/mdef/anna,0
2024-03-07 10:53:52,lab/mdef/anna,10
2024-03-07 10:53:57,lab/mdef/anna,10
2024-03-07 10:54:02,lab/mdef/anna,1005
2024-03-07 10:54:07,lab/mdef/anna,6
2024-03-07 10:54:12,lab/mdef/anna,1005
2024-03-07 10:54:17,lab/mdef/anna,1005
2024-03-07 10:54:22,lab/mdef/anna,6
2024-03-07 10:54:27,lab/mdef/anna,7
2024-03-07 10:54:32,lab/mdef/anna,7
2024-03-07 10:54:37,lab/mdef/anna,1005
2024-03-07 10:54:39,lab/mdef/carmen,carmen
2024-03-07 10:54:39,lab/mdef/carmen,off
2024-03-07 10:54:40,lab/mdef/carmen,on
2024-03-07 10:54:42,lab/mdef/anna,1005
2024-03-07 10:54:47,lab/mdef/anna,1005
2024-03-07 10:54:52,lab/mdef/anna,1005
2024-03-07 10:54:58,lab/mdef/anna,1005
2024-03-07 10:55:03,lab/mdef/anna,92
2024-03-07 10:55:08,lab/mdef/anna,1005
2024-03-07 10:55:13,lab/mdef/anna,1005
2024-03-07 10:55:18,lab/mdef/anna,16
2024-03-07 10:55:23,lab/mdef/anna,11
2024-03-07 10:55:28,lab/mdef/anna,1005
2024-03-07 10:55:33,lab/mdef/anna,1005
2024-03-07 10:55:38,lab/mdef/anna,1005
2024-03-07 10:55:40,lab/mdef/carmen,off
2024-03-07 10:55:43,lab/mdef/anna,1005
